sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount_rupees,fund_disbursed_amount_rupees_invalid_negative,source_dataset
532,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/144871,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149711,False,Completed_On-going_Works.csv
533,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136572,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149709,False,Completed_On-going_Works.csv
534,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136584,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149709,False,Completed_On-going_Works.csv
535,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136587,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149709,False,Completed_On-going_Works.csv
536,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136612,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-07-02,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149711,False,Completed_On-going_Works.csv
537,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136620,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-07-02,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149710,False,Completed_On-going_Works.csv
538,Andhra Pradesh,Construction of rooms and halls in school and colleges,WS/MP18002/2025-2026/220737,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),C.M.RAMESH,ANAKAPALLE,2026-08-19,CHADARAM VENKATA RAMANA,Payment In-Progress,1526370,False,Completed_On-going_Works.csv
539,Andhra Pradesh,Construction of rooms and halls in school and colleges,WS/MP18002/2025-2026/220734,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),C.M.RAMESH,ANAKAPALLE,2026-08-19,CHADARAM VENKATA RAMANA,Payment In-Progress,1595622,False,Completed_On-going_Works.csv
540,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/278248,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-08-26,SINGLA INDUSTRIES,Payment In-Progress,350000,False,Completed_On-going_Works.csv
541,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/278244,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-08-26,SINGLA INDUSTRIES,Payment In-Progress,350000,False,Completed_On-going_Works.csv
542,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/278253,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-09-02,SINGLA INDUSTRIES,Payment In-Progress,350000,False,Completed_On-going_Works.csv
543,Bihar,Construction of community centers and community halls,WS/MP550/2025-2026/188216,BEGUSARAI(DISTRICT PLANNING OFFICER BEGUSARAI_IDA),Giriraj Singh,BEGUSARAI,2026-08-22,ASST ENGINEER LAEO WD I BEGUSARAI VSK MATHIHANI,Payment In-Progress,610488,False,Completed_On-going_Works.csv
544,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243037,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
545,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243024,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
546,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243032,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
547,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243021,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
548,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243018,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
549,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243034,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
550,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243033,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
551,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243029,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
552,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261014,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
553,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261013,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
554,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261011,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,220000,False,Completed_On-going_Works.csv
555,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261012,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
556,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245040,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
557,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245041,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
558,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245042,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
559,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245039,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
560,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2026-2027/245044,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Rajmohan Unnithan,KASARAGOD,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
561,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/246661,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
562,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243016,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
563,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243028,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
564,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243025,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
565,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243027,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
566,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243026,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
567,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243022,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
568,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243017,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
569,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243023,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,2026-08-19,Keltron Component complex Ltd Kannur,Payment In-Progress,110000,False,Completed_On-going_Works.csv
570,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2026-2027/269572,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-08-25,MSS MEDITECHNO,Payment In-Progress,1099108,False,Completed_On-going_Works.csv
571,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP380/2025-2026/192934,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),2026-08-26,SIDHU TRADERS,Payment In-Progress,4200,False,Completed_On-going_Works.csv
572,Uttarakhand,Construction of footpaths and pedestrian ways,WS/MP477/2026-2027/279794,ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),Ajay Tamta,ALMORA(SC),2026-09-02,Block Developement Officer,Payment In-Progress,8022,False,Completed_On-going_Works.csv
573,Bihar,Installing hand pumps,WS/MP18035/2025-2026/224989,ARWAL(District Planning Officer Arwal_IDA),SURENDRA PRASAD YADAV,JAHANABAD,2026-09-01,AE ARWAL,Payment In-Progress,69848,False,Completed_On-going_Works.csv
574,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP403/2025-2026/254763,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Magunta Sreenivasulu Reddy,ONGOLE,2026-09-02,TALAPAREDDY BRAHMAREDDY,Payment In-Progress,497139,False,Completed_On-going_Works.csv
575,Bihar,Construction of public staircase/ stair ghat for public convenience,WS/MP18042/2025-2026/259748,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),SHAMBHAVI,SAMASTIPUR(SC),2026-09-01,SHIV SHANKAR SINHA,Payment In-Progress,797774,False,Completed_On-going_Works.csv
576,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136599,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149711,False,Completed_On-going_Works.csv
577,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136616,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149710,False,Completed_On-going_Works.csv
578,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136600,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149711,False,Completed_On-going_Works.csv
579,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136588,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149709,False,Completed_On-going_Works.csv
580,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136591,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149710,False,Completed_On-going_Works.csv
581,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136582,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-06-29,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149711,False,Completed_On-going_Works.csv
582,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241158,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-08-07,RAJ INFRASTRUCTURE,Payment In-Progress,620444,False,Completed_On-going_Works.csv
583,Bihar,Installing hand pumps,WS/MP18035/2025-2026/238681,ARWAL(District Planning Officer Arwal_IDA),SURENDRA PRASAD YADAV,JAHANABAD,2026-09-01,AE KURTHA,Payment In-Progress,72538,False,Completed_On-going_Works.csv
584,Bihar,Installing hand pumps,WS/MP18035/2025-2026/224988,ARWAL(District Planning Officer Arwal_IDA),SURENDRA PRASAD YADAV,JAHANABAD,2026-08-20,AE ARWAL,Payment In-Progress,69739,False,Completed_On-going_Works.csv
585,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136642,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-03-19,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149710,False,Completed_On-going_Works.csv
586,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/144888,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-03-19,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,149710,False,Completed_On-going_Works.csv
587,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2025-2026/184298,Mahisagar(COLLECTOR MAHISAGAR_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-08-19,FELSANI GRAM PANCHYAT GRAM PANCHYAT,Payment In-Progress,100000,False,Completed_On-going_Works.csv
588,Gujarat,Installing tube-wells and borewells,WS/MP18055/2025-2026/184344,Mahisagar(COLLECTOR MAHISAGAR_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-08-19,JETHOLI GRAM PANCHYAT GRAM PANCHYAT,Payment In-Progress,100000,False,Completed_On-going_Works.csv
589,Gujarat,Installing tube-wells and borewells,WS/MP18055/2025-2026/184333,Mahisagar(COLLECTOR MAHISAGAR_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-09-02,LIMBADI GRAM PANCHAYAT GRAM PANCHAYAT,Payment In-Progress,100000,False,Completed_On-going_Works.csv
590,Gujarat,Installing tube-wells and borewells,WS/MP18055/2025-2026/184281,Mahisagar(COLLECTOR MAHISAGAR_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-08-19,NAVGAMA GRAM PANCHYAT GRAM PANCHYAT,Payment In-Progress,100000,False,Completed_On-going_Works.csv
591,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18055/2025-2026/184346,Mahisagar(COLLECTOR MAHISAGAR_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-09-02,RAIYOLI GRAM PANCHYAT GRAM PANCHYAT,Payment In-Progress,99851,False,Completed_On-going_Works.csv
592,Haryana,Construction of boundary walls of existing public and community buildings,WS/MP18062/2025-2026/202989,JIND(DEPUTY COMMISSIONER JIND),JAI PARKASH,HISAR,2026-09-02,THE SHRI GANESH CO OP SOCIETY,Payment In-Progress,1069054,False,Completed_On-going_Works.csv
593,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241237,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-08-22,DINESH SINGH,Payment In-Progress,231634,False,Completed_On-going_Works.csv
594,Punjab,Construction of footpaths and pedestrian ways,WS/MP18156/2025-2026/184805,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),CHARANJIT SINGH CHANNI,JALANDHAR(SC),2026-08-28,Shri Guru Nanak Interlocking Cement Tile,Payment In-Progress,114700,False,Completed_On-going_Works.csv
595,Bihar,Construction of community centers and community halls,WS/MP18036/2026-2027/240230,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),ARUN BHARTI,JAMUI(SC),2026-08-27,ASSISTANT ENGINEER AC JAMUI LAEO WD 01 JAMUI,Payment In-Progress,764387,False,Completed_On-going_Works.csv
596,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/ MP578/2024-2025/156658,BHARUCH(DISTRICT COLLECTOR BROACH_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,2026-08-19,JAMANIA GRAM PANCHAYAT,Payment In-Progress,200000,False,Completed_On-going_Works.csv
597,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP818/2025-2026/219649,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Smt Dimple Yadav,MAINPURI,2026-08-29,SGR CONSTRUCTION,Payment In-Progress,195258,False,Completed_On-going_Works.csv
598,Puducherry,Development of public parks,WS/MP710/2026-2027/210791,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,2026-08-04,M SENTHILKUMAR,Payment In-Progress,1519842,False,Completed_On-going_Works.csv
599,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP575/2025-2026/162943,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),C R Patil,NAVSARI,2026-07-09,GRAM PANCHAYAT BIGRI,Payment In-Progress,500000,False,Completed_On-going_Works.csv
600,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2026-2027/275226,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-08-21,gumadiya gram panchayat,Payment In-Progress,194075,False,Completed_On-going_Works.csv
601,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2026-2027/275225,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-08-21,gumadiya gram panchayat,Payment In-Progress,150000,False,Completed_On-going_Works.csv
602,Tamil Nadu,Construction of buildings for community cultural activities,WS/MP756/2026-2027/170996,Ariyalur(District Collector Ariyalur_IDA),Thirumaa Valavan Thol,CHIDAMBARAM(SC),2026-09-02,RAVICHANDRAN A,Payment In-Progress,896198,False,Completed_On-going_Works.csv
603,Bihar,Installing hand pumps,WS/MP18037/2025-2026/209963,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),RAJA RAM SINGH,KARAKAT,2026-09-02,BIDHANSABHA KSHETRA OBRA SAHAYAK ABHIYANTA,Payment In-Progress,74517,False,Completed_On-going_Works.csv
604,Bihar,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18037/2025-2026/227700,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),RAJA RAM SINGH,KARAKAT,2026-09-02,BIDHANSABHA KSHETRA OBRA SAHAYAK ABHIYANTA,Payment In-Progress,487538,False,Completed_On-going_Works.csv
605,Bihar,Installing hand pumps,WS/MP18037/2025-2026/209957,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),RAJA RAM SINGH,KARAKAT,2026-09-02,BIDHANSABHA KSHETRA OBRA SAHAYAK ABHIYANTA,Payment In-Progress,74517,False,Completed_On-going_Works.csv
606,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241224,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Shri Narendra Modi,VARANASI,2026-08-12,SAGAR CONSTRUCTION COMPANY,Payment In-Progress,880398,False,Completed_On-going_Works.csv
607,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP579/2026-2027/256318,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-08-27,Gram Panchayat Umlav,Payment In-Progress,50000,False,Completed_On-going_Works.csv
608,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2026-2027/271420,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-08-27,Gram Panchayat Kalu,Payment In-Progress,200000,False,Completed_On-going_Works.csv
609,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2026-2027/272860,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-08-27,Gram Panchayat Napa Talpad,Payment In-Progress,99462,False,Completed_On-going_Works.csv
610,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/201407,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-08-27,Gram Panchayat Kavitha,Payment In-Progress,499787,False,Completed_On-going_Works.csv
