sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount_rupees,work_status,sanction_amount_rupees_invalid_negative,source_dataset
24417,Normal/Others,"WS/MP433/2025-2026/182124-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction Paver block near Garha Mandir in village Lalgarh of Panchayat Mahugayan of Block Markacho,2025-03-15,2025-10-15,299863.0,Physical Inspection,False,Works Sanctioned.csv
24418,Normal/Others,"WS/ MP005/2025-2026/182125-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of flood control embankments, Creamatorium Road Near By Baliyadev Mandir Area",2025-03-15,2025-07-19,450000.0,Work partially Completed,False,Works Sanctioned.csv
24419,Normal/Others,"WS/ MP005/2025-2026/182126-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of flood control embankments, at Tabe Bhitiya Near Creamatorium Road",2025-03-15,2025-07-19,450000.0,Work partially Completed,False,Works Sanctioned.csv
24420,Normal/Others,WS/MP743/2025-2026/182127-Lighting of public spaces,Tamil Nadu,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Ganesan Selvam,KANCHEEPURAM(SC),"Providing High Mast Light at Ward No 2, (Ekambaranathar Kovil Near) Kanchipuram Corporation",2025-03-29,2025-05-17,724989.0,Physical Inspection,False,Works Sanctioned.csv
24421,Normal/Others,WS/MP433/2025-2026/182128-Construction of common work sheds/ common covered sitting area,Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of shed near mandap courtyard located in Panchayat Chopnadih of Block Markacho,2025-03-15,2026-01-30,286822.0,Physical Inspection,False,Works Sanctioned.csv
24422,Normal/Others,"WS/MP18089/2025-2026/182129-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,"Road improvement work connecting the Basaveshwara Temple to the Shantha Power Plant, located in the middle of the road leading from Kukanapalli to Kenchanadoni Tanda of koppal taluk unde koppal parlimentary constituency.",2025-03-17,2025-06-21,500000.0,Sanction,False,Works Sanctioned.csv
24423,Normal/Others,"WS/MP433/2025-2026/182130-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of PCC road from Radha Krishna temple to health sub center in village Chopnadih of panchayat Chopnadih of block Markacho,2025-03-15,2025-09-06,500000.0,Physical Inspection,False,Works Sanctioned.csv
24424,Normal/Others,WS/ MP005/2025-2026/182132-Construction of boundary walls of existing public and community buildings,Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,"Construction of boundary walls of Water Tank, at Khumarvad village",2025-03-18,2025-05-22,300000.0,Sanction,False,Works Sanctioned.csv
24425,Normal/Others,"WS/ MP005/2025-2026/182133-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Constrution of C.C Road At busstand towards Rice Mill Area,2025-03-18,2025-12-16,300000.0,Sanction,False,Works Sanctioned.csv
24426,Normal/Others,"WS/MP433/2025-2026/182134-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks in the remaining space in the Kali Mandap located in village Jamu of Panchayat Jamu of Block Markacho,2025-03-15,2025-09-20,300000.0,Physical Inspection,False,Works Sanctioned.csv
24427,Normal/Others,"WS/MP433/2025-2026/182136-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks in the courtyard of Kali Mandap located in village Nawadih of Panchayat Paplo of Block Markacho,2025-03-15,2025-09-26,300000.0,Physical Inspection,False,Works Sanctioned.csv
24428,Normal/Others,"WS/MP433/2025-2026/182141-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks near the Shiva temple in village Dhubadih of Panchayat Markacho North of Block Markacho,2025-03-15,2025-10-15,299601.0,Physical Inspection,False,Works Sanctioned.csv
24429,Normal/Others,"WS/MP433/2025-2026/182142-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of PCC road from the PWD road of Panchayat Markacho North of Block Markacho to Project Girls High School Parisar,2025-03-15,2025-09-06,400000.0,Physical Inspection,False,Works Sanctioned.csv
24430,Normal/Others,"WS/MP433/2025-2026/182143-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of PCC road in the remaining part of the road leading to the crematorium in the western locality of Markacho block,2025-03-15,2025-12-30,400000.0,Physical Inspection,False,Works Sanctioned.csv
24431,Normal/Others,WS/MP18188/2025-2026/182145-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Supply and Delivery of Pumpset at B.Yadamma House in Polkampally Village of Pargi Mandal,2025-03-15,2025-06-13,200000.0,Sanction,False,Works Sanctioned.csv
24432,Normal/Others,WS/MP18188/2025-2026/182146-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Supply and Delivery of Pumpset in Peta Madharam Village of Pargi Mandal,2025-03-15,2025-06-13,200000.0,Sanction,False,Works Sanctioned.csv
24433,Normal/Others,WS/MP18188/2025-2026/182147-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Supply and Delivery of Pumpset at Bandaiah House in Gadisingapur Village of Pargi Mandal,2025-03-15,2025-06-13,200000.0,Sanction,False,Works Sanctioned.csv
24434,Normal/Others,WS/MP18188/2025-2026/182148-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Supply and Delivery of Pumpset in Pudur Village and Mandal,2025-03-15,2025-06-13,200000.0,Work Completed,False,Works Sanctioned.csv
24435,Normal/Others,WS/MP18188/2025-2026/182149-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,"Drilling of Borewell and Supply Delivery of Pumpset in Dadi Thanda, Hamlet of Roopsingh Thanda of Pargi Mandal",2025-03-15,2025-06-13,200000.0,Sanction,False,Works Sanctioned.csv
24436,Normal/Others,WS/MP18188/2025-2026/182150-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Supply Delivery of Pumpset near Jamma Masjid in Makaipet Village of Pargi Mandal,2025-03-15,2025-06-20,200000.0,Sanction,False,Works Sanctioned.csv
24437,Normal/Others,WS/MP18188/2025-2026/182151-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,Drilling of Borewell and Supply and Delivery of Pumpset in Kothapally Village of Doma Mandal,2025-03-15,2025-06-28,200000.0,Sanction,False,Works Sanctioned.csv
24438,Normal/Others,"WS/MP433/2025-2026/182153-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks near the Radha-Krishna temple of Markacho middle Panchayat of Block Markacho,2025-03-15,2026-01-06,300000.0,Physical Inspection,False,Works Sanctioned.csv
24439,Normal/Others,WS/MP433/2025-2026/182155-Construction of common work sheds/ common covered sitting area,Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of shed near Bajrangbali temple located in village Narayahi of Panchayat Simaria of block Markacho,2025-03-15,2026-01-30,296232.0,Physical Inspection,False,Works Sanctioned.csv
24440,Normal/Others,"WS/MP433/2026-2027/182156-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of paver blocks near Hanuman temple premises located in village Baradih of Panchayat Simaria of Block Markacho,2025-03-15,2026-04-15,300000.0,Vendor Identification,False,Works Sanctioned.csv
24441,Normal/Others,"WS/MP433/2026-2027/182157-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,KODERMA(DEPUTY COMMISSIONER KODARMA_IDA),Annpurna Devi,KODARMA,Construction of PCC road from old health sub-centre located in village Dardahi of Panchayat Nawadih of block Markacho to Baijnath Yadavs house,2025-03-15,2026-05-22,500000.0,Sanction,False,Works Sanctioned.csv
24442,Normal/Others,WS/MP18010/2025-2026/182158-Construction of boundary walls of existing public and community buildings,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Compound wall to Burial Ground at South and West side,2025-03-15,2025-04-11,500000.0,Work partially Completed,False,Works Sanctioned.csv
24443,Normal/Others,WS/MP18010/2025-2026/182159-Construction of boundary walls of existing public and community buildings,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Compound wall to Burial Ground at North and East side,2025-03-15,2025-04-11,500000.0,Work partially Completed,False,Works Sanctioned.csv
24444,Normal/Others,"WS/MP18010/2025-2026/182163-Construction of roads, link roads, pathways or any other road with or without drainage system",Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,"Construction of CC Road from Vegisetti Subbarao house to Bavisetti Vishnu House at Ravivaripodu, Hamlet of Ponnada village",2025-03-15,2025-04-11,400000.0,Sanction,False,Works Sanctioned.csv
24445,Normal/Others,WS/MP18010/2025-2026/182164-Construction of community centers and community halls,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Community Hall at 28th Ward,2025-03-15,2025-04-28,2000000.0,Work partially Completed,False,Works Sanctioned.csv
24446,Normal/Others,WS/MP18010/2025-2026/182165-Construction of community centers and community halls,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Community Hall at 14th ward,2025-03-15,2025-04-15,820164.0,Physical Inspection,False,Works Sanctioned.csv
24447,Normal/Others,WS/MP18010/2025-2026/182166-Construction of community centers and community halls,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,"Construction of Community Hall at Balusulapeta, 13th Ward",2025-03-15,2025-04-15,1000000.0,Sanction,False,Works Sanctioned.csv
24448,Normal/Others,WS/MP18010/2025-2026/182167-Construction of common work sheds/ common covered sitting area,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Market shed at 6th ward,2025-03-15,2025-04-15,500000.0,Sanction,False,Works Sanctioned.csv
24449,Normal/Others,WS/MP18010/2025-2026/182168-Construction of common work sheds/ common covered sitting area,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Market shed at 7th ward,2025-03-15,2025-04-15,500000.0,Sanction,False,Works Sanctioned.csv
24450,Normal/Others,WS/MP643/2025-2026/182169-Lighting of public spaces,Madhya Pradesh,Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA),Gyaneshwar Patil,KHANDWA,solar high mast-1,2025-03-23,2025-05-06,364247.0,Physical Inspection,False,Works Sanctioned.csv
24451,Normal/Others,WS/MP18010/2025-2026/182170-Construction of boundary walls of existing public and community buildings,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Compound wall to SC Community Hall at 4th Ward,2025-03-15,2025-04-15,500000.0,Sanction,False,Works Sanctioned.csv
24452,Normal/Others,WS/MP18010/2025-2026/182173-Construction of community centers and community halls,Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,"Construction of Multipurpose Hall at 1st ward, yellayyapeta hamlet of Kona forest",2025-03-15,2025-04-16,4000000.0,Sanction,False,Works Sanctioned.csv
24453,Normal/Others,"WS/MP18010/2024-2025/182174-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Andhra Pradesh,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),TANGELLA UDAY SRINIVAS,KAKINADA,Construction of Retaining wall on Yeleru canal right bank near Sivalayam Temple,2025-03-15,2025-03-25,6000000.0,Work Completed,False,Works Sanctioned.csv
24454,Normal/Others,WS/MP413/2025-2026/182175-Security gates in streets/public place for safety purpose,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Please refer to my letter D.O. No.-11, dated 24 January 2025 (letter enclosed) in which it was recommended to construct a triangular Golambar with an entrance for the convenience of the citizens. An amount of up to Rs 5 lakh is recommended for constructing an Ashoka Pillar with a platform in the middle of this triangular Golambar.",2025-03-15,2025-08-13,490310.0,Physical Inspection,False,Works Sanctioned.csv
24455,Normal/Others,WS/MP18393/2025-2026/182177-Construction of public libraries and reading rooms,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Construction of Reading room near Vadla Sangham in 15th ward,2025-03-25,2025-11-04,500000.0,Work Completed,False,Works Sanctioned.csv
24456,Normal/Others,WS/MP18393/2025-2026/182179-Construction of common work sheds/ common covered sitting area,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Construction of Roof Sheeting for shivalayam,2025-03-25,2026-01-21,299931.0,Physical Inspection,False,Works Sanctioned.csv
24457,Normal/Others,"WS/MP18393/2025-2026/182180-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Construction of Gram Panchayath Building,2025-03-25,2025-11-28,500000.0,Physical Inspection,False,Works Sanctioned.csv
24458,Normal/Others,WS/MP18393/2025-2026/182181-Installation of fixed garden gym equipment,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Construction of Open gym,2025-03-25,2026-03-09,500000.0,Physical Inspection,False,Works Sanctioned.csv
24459,Normal/Others,WS/MP18393/2025-2026/182182-Construction of public libraries and reading rooms,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Construction of reading room at Chinna Nizampet village of Akbarpet Bhoompalle Mandal,2025-03-25,2025-07-01,500000.0,Work Completed,False,Works Sanctioned.csv
24460,Normal/Others,WS/MP18393/2025-2026/182183-Construction of buildings for community cultural activities,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Construction of Cultural Activities building at Chinna Nizampet village of Akbarpet Bhoompalle Mandal,2025-03-25,2025-07-01,500000.0,Work Completed,False,Works Sanctioned.csv
24461,Normal/Others,"WS/MP18313/2025-2026/182184-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),Tamtiya Bachdiya mein samshan ghat ke pass ringwall,2025-03-15,2025-04-03,997444.0,Physical Inspection,False,Works Sanctioned.csv
24462,Normal/Others,"WS/MP18313/2024-2025/182185-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),Biliya mein mukhy sadak se jagdish sanbhu ke ghar tak CC road,2025-03-15,2025-03-29,984429.0,Physical Inspection,False,Works Sanctioned.csv
24463,Normal/Others,WS/MP18228/2025-2026/182186-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),"1- NIZAMUDDIN SON KALLU, 2- CHANDA SAROJ DAUGHTER LATE MUKKHU SAROJ, 3- SHIVAM SON ANIL KUMAR K GHAR K PASS 03 NAG SOLAR LIGHT",2025-03-29,2025-07-24,62700.0,Vendor Identification,False,Works Sanctioned.csv
24464,Normal/Others,WS/MP18228/2025-2026/182187-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),DHARMENSDRA PRAJAPATI SON RAMDULAR K GHAR K PASS 01 NAG SOLAR LIGHT,2025-03-29,2025-07-24,20900.0,Vendor Identification,False,Works Sanctioned.csv
24465,Normal/Others,WS/MP18228/2025-2026/182188-Street lights,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),PRIYA SAROJ,MACHHLISHAHR(SC),DINESH PAL PRADHAN SON VISHRAM K GHAR K PASS 01 NAG SOLAR LIGHT,2025-03-29,2025-07-24,20900.0,Vendor Identification,False,Works Sanctioned.csv
