sr_no,work_category,work,state,ida,honble_members_of_parliament,elected_nominated,work_description,recommended_date,recommended_amount_rupees,sanction_date,recommended_amount_rupees_invalid_negative,source_dataset
13588,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of Computers for GHSS Vaniyambalam, Ward No.09, Wandoor Panchayat",2025-07-21,200000.0,,False,Works_Recommended.csv
13589,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of Computers for GUPS Pulliyil, Ward no. 01, Karulai Panchayat",2025-07-21,300000.0,,False,Works_Recommended.csv
13590,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of Computers for GLPS Kooripoyil, Ward No.18, Chokkad Panchayat",2025-07-21,300000.0,,False,Works_Recommended.csv
13591,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Smart classrooms at AMLPS Triprangode, Tripangode Panchayat",2025-07-21,250000.0,,False,Works_Recommended.csv
13592,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing Computers for Mar Clemis UP School, Mampad Panchayat",2025-07-21,150000.0,,False,Works_Recommended.csv
13593,Normal/Others,"WS/MP096/2025-2026/220614-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of Computers for Munda muslim orphanage LP School, ward no.18, Vazhikadavu Panchayat",2025-07-21,500000.0,2026-01-14,False,Works_Recommended.csv
13594,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of computer and projectors for GMLP School, Kattumunda East, Ward no. 07, Mampad Panchayat",2025-07-21,300000.0,,False,Works_Recommended.csv
13595,Normal/Others,"NA-Purchase of IT systems, including hardware and software for educational purposes",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of projectors for GMUP School, Kattumunda East, Ward no. 06, Mampad Panchayat",2025-07-21,200000.0,,False,Works_Recommended.csv
13596,Normal/Others,NA-Purchase of furniture and fixtures for educational purposes,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of Furnitures for GMLP School, Mampad North, Mampad Panchayat",2025-07-21,250000.0,,False,Works_Recommended.csv
13597,Normal/Others,NA-Development of public parks,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Park at ALPS Elampuassery, Ward no.12, Thenhipalam Panchayat",2025-07-21,300000.0,,False,Works_Recommended.csv
13598,Normal/Others,WS/MP086/2026-2027/220619-Construction of community centers and community halls,Karnataka,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Construction of Samudhaya Bhavan at the premises of Shivamogga Jilla Okkaligara sangha, Balaraja Aras road, Shivamogga district",2025-07-21,1000000.0,2026-05-19,False,Works_Recommended.csv
13599,Normal/Others,WS/MP086/2026-2027/220621-Construction of culverts and bridges,Karnataka,UTTARA KANNADA(DEPUTY COMMISSIONER UTTARKANNADA KARWAR_IDA),Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of bridge at Uttara Kannada district, honnavara Talluk, Hodke Village",2025-07-21,500000.0,2026-07-14,False,Works_Recommended.csv
13600,Trust and Society,NA-Construction of rooms and halls in school and colleges,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Shri Kapil Sibal (2022-28) (2022-2028),Elected MP,"Construction of 4 classrooms in J.B.S. Children Academy, Garwapur, Lambhua",2025-07-21,2500000.0,,False,Works_Recommended.csv
13601,Normal/Others,WS/MP840/2025-2026/220711-Construction of community centers and community halls,Andhra Pradesh,SIDDIPET(District Collector Siddipet_IDA),Shri V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,Construction of Community hall Bit 1 at Kazipur,2025-07-21,500000.0,2025-10-28,False,Works_Recommended.csv
13602,Normal/Others,WS/MP840/2025-2026/220713-Construction of community centers and community halls,Andhra Pradesh,SIDDIPET(District Collector Siddipet_IDA),Shri V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,Construction of Community hall Bit 2 at Khazipur,2025-07-21,500000.0,2025-10-28,False,Works_Recommended.csv
13603,Normal/Others,"WS/MP162/2025-2026/220795-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,"Providing CC Roads at SKS Extension sathyam Nagar ward no 17, (188 mtr) in Kurinjipadi Town Panchayat",2025-07-21,1500000.0,2025-08-04,False,Works_Recommended.csv
13604,Normal/Others,"WS/MP18412/2025-2026/220828-Purchase of ambulances (Four, three and two wheelers)",Tripura,West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),Shri Rajib Bhattacharjee (2024-28) (2024-2028),Elected MP,"Providing 1 (One) TaTa Magic Ambulance for Anga Sanchalani Club, Kamar Pukur Par, Dhaleswar, Agartala, Ward - 23",2025-07-21,892865.0,2025-12-06,False,Works_Recommended.csv
13605,Normal/Others,WS/MP078/2025-2026/220891-Purchase of books and periodicals for libraries/digitization of library books,Himachal Pradesh,UNA(DEPUTY COMMISSIOENR UNA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Purchase of Books for Public Library in different government schools located at District Una Through Dy Director Elementary Education Una District Una Himachal Pradesh Executing Agency Dy Director Elementary Education District Una,2025-07-22,2144109.0,2025-12-03,False,Works_Recommended.csv
13606,Normal/Others,WS/MP078/2025-2026/220892-Purchase of books and periodicals for libraries/digitization of library books,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Purchase of books for public library for different Government Schools located at District Mandi Through Dy Director Higher Education Mandi District Mandi Himachal Pradesh Executing Agency Dy Director Higher Education Mandi,2025-07-22,2500000.0,2025-10-13,False,Works_Recommended.csv
13607,Normal/Others,WS/MP078/2025-2026/220893-Purchase of books and periodicals for libraries/digitization of library books,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,Purchase of Books for public library in different government schools located at District Mandi through Dy Director Elementary Education Mandi District Mandi Himachal Pradesh Executing Agency Dy Director Elementary Education Mandi,2025-07-22,1994538.0,2025-08-20,False,Works_Recommended.csv
13608,Normal/Others,WS/MP838/2025-2026/220895-Construction of community centers and community halls,Karnataka,HASSAN(DEPUTY COMMISSIONER HASSAN_IDA),Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),Nominated MP,Construction of a public community hall,2025-07-22,499000.0,2025-12-31,False,Works_Recommended.csv
13609,Normal/Others,WS/MP889/2025-2026/220922-Purchase of motor boats for flood and cyclone prone areas,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Sandhosi Ta Danta Flood protection wall work near Manilal Dabhi Faliya ST 2024-25,2025-07-23,500000.0,2025-08-14,False,Works_Recommended.csv
13610,Normal/Others,WS/MP889/2025-2026/220923-Purchase of motor boats for flood and cyclone prone areas,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Vaghdacha Ta Danta Flood protection wall on the road from Damar road to primary school (ST) (2024-25),2025-07-23,500000.0,2025-08-14,False,Works_Recommended.csv
13611,Normal/Others,"WS/MP102/2025-2026/220924-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Smt. Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,"Concreting of Kurangatty-Kottappara road, Ward 9, Adimaly Grama Panchayath",2025-07-22,2000000.0,2026-01-14,False,Works_Recommended.csv
13612,Normal/Others,WS/MP889/2025-2026/220925-Construction of footpaths and pedestrian ways,Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Magvas Ta Danta Paver block work in Anganwadi (ST) (2024-25),2025-07-23,500000.0,2025-08-14,False,Works_Recommended.csv
13613,Normal/Others,"NA-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Smt. Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,"Purchasing of vehicle for Palliative care unit of PHC Vellathooval, in ward 12 of Vellathooval Grama Panchayath",2025-07-22,1250000.0,,False,Works_Recommended.csv
13614,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Smt. Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,"Concreting of Sulthankada-Padayappa pady-Anakkara road, Ward 5, Chakkupallam Grama Panchayath",2025-07-22,2000000.0,,False,Works_Recommended.csv
13615,Trust and Society,NA-Construction of rooms and halls in school and colleges,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Shri Kapil Sibal (2022-28) (2022-2028),Elected MP,"Construction of Classrooms at Pt. Ram Charitra Mishra Maha Vidhyalaya, Pandela Kadipur, District Sultanpur",2025-07-22,2500000.0,,False,Works_Recommended.csv
13616,Normal/Others,NA-Construction of rooms and halls in school and colleges,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Shri Kapil Sibal (2022-28) (2022-2028),Elected MP,"Construction of Girls Hostel at Hubraji Devi Girls Institute, Pandela, Kadipur, District Sultanpur being run by Shankar Institute of Educational Trust",2025-07-22,2500000.0,,False,Works_Recommended.csv
13617,Normal/Others,NA-Construction of rooms and halls in school and colleges,Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),Shri Kapil Sibal (2022-28) (2022-2028),Elected MP,"Construction of Classrooms at Savitri Devi Memorial Public School, Daudpur, Devrajpur, District Sultanpur",2025-07-22,1000000.0,,False,Works_Recommended.csv
13618,Normal/Others,WS/MP096/2025-2026/220989-Purchase of vans and buses for educational institutions,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of School bus for JNRHSS, Edavanna Ward No. 08, Edavanna Panchayat",2025-07-22,2172209.0,2025-11-11,False,Works_Recommended.csv
13619,Normal/Others,WS/MP096/2026-2027/220990-Lighting of public spaces,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Minimast light at Kallambali, Ward No. 10, Thiruvali Panchayat",2025-07-22,318000.0,2026-06-18,False,Works_Recommended.csv
13620,Normal/Others,WS/MP096/2025-2026/220991-Lighting of public spaces,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Minimast light at Eriyad Collegepadi, Ward No. 07, Thiruvali Panchayat",2025-07-22,318000.0,2026-02-09,False,Works_Recommended.csv
13621,Normal/Others,"WS/MP18304/2025-2026/220992-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Protection work at Village IND kiani,2025-07-22,200000.0,2025-10-09,False,Works_Recommended.csv
13622,Normal/Others,"WS/MP096/2025-2026/220993-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Puliyattukulam Smart road or pathway, Ward No.13, Kodur Panchayat",2025-07-22,333280.0,2026-01-15,False,Works_Recommended.csv
13623,Normal/Others,"WS/MP096/2025-2026/220994-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Malaparamb - Vallanchira road or pathway, Ward no. 14, Anakkayam Panchayat",2025-07-22,400000.0,2026-03-06,False,Works_Recommended.csv
13624,Normal/Others,"WS/MP18304/2025-2026/220995-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,"Construction of Pucca Path from Link Raod to Tharuien Temple, kiani",2025-07-22,150000.0,2025-11-11,False,Works_Recommended.csv
13625,Normal/Others,"WS/MP18304/2025-2026/220996-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Protection work Check dam upper bharodi,2025-07-22,150000.0,2025-10-04,False,Works_Recommended.csv
13626,Normal/Others,"WS/MP096/2025-2026/220997-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of CNG Kalamkunnu road or pathway, Ward No.17, Vazhikadavu Panchayat",2025-07-22,500000.0,2026-01-14,False,Works_Recommended.csv
13627,Normal/Others,"WS/MP096/2025-2026/220998-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Pokkattukuzhi Perunnamkunnu Link road or pathway, ward no.04, Irimbiliyam Panchayat",2025-07-22,770929.0,2026-01-14,False,Works_Recommended.csv
13628,Normal/Others,"WS/MP18304/2025-2026/221000-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Check dam at Sarotha Nala gp Utip,2025-07-22,250000.0,2025-10-09,False,Works_Recommended.csv
13629,Normal/Others,WS/MP18304/2025-2026/221001-Development of public parks,Himachal Pradesh,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Beautification of Chauk spot Opposite Deepak Vaishnav Bhojnalya Middle bazar,2025-07-22,300000.0,2025-07-26,False,Works_Recommended.csv
13630,Repair and Renovation,"WS/MP096/2026-2027/221003-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Onnapuda Cheerambathur Parappil road or pathway, Ward No.05, Moorkkanad Panchayat",2025-07-22,1500000.0,2026-07-16,False,Works_Recommended.csv
13631,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Naduvathakulam - Panaath tracktor road or pathway, Valavannur Panchayat",2025-07-22,1000000.0,,False,Works_Recommended.csv
13632,Normal/Others,WS/MP18304/2025-2026/221006-Construction of water tanks,Himachal Pradesh,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Water Storage Tank GP Thana,2025-07-22,300000.0,2025-08-26,False,Works_Recommended.csv
13633,Normal/Others,"WS/MP096/2025-2026/221007-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Njanjipoyi - Elassery road or pathway, ward no.19, Urgattiri Panchayat",2025-07-22,500000.0,2026-01-15,False,Works_Recommended.csv
13634,Normal/Others,"WS/MP096/2025-2026/221008-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Palode - Mulanppilakkal road or pathway, ward no.19, Urgattiri Panchayat",2025-07-22,256570.0,2026-01-15,False,Works_Recommended.csv
13635,Normal/Others,"WS/MP889/2025-2026/221009-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Dhamanwa Ta.Danta CC road work from main road to Kher Faliya ST 2024-25,2025-07-23,500000.0,2025-08-14,False,Works_Recommended.csv
13636,Normal/Others,"WS/MP18304/2025-2026/221010-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of Protection work Concrete wall near Ravi Nadi Kalsuin,2025-07-22,400000.0,2025-10-06,False,Works_Recommended.csv
13637,Normal/Others,"WS/MP889/2025-2026/221012-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Sekda Ta.Danta CC road work from Gamar Bakabhai house to Lallubhai Faliya ST 2024-25,2025-07-23,500000.0,2025-08-14,False,Works_Recommended.csv
13638,Normal/Others,"WS/MP096/2025-2026/221013-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Parammal Anganvadi - Parachina road or pathway, ward no. 12, Kodur Panchayat",2025-07-22,399174.0,2026-01-15,False,Works_Recommended.csv
13639,Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Palakkalvetta - Paloorkuzhipadam road or pathway, Ward No.03, Thuvvur Panchayath",2025-07-22,300000.0,,False,Works_Recommended.csv
13640,Normal/Others,"WS/MP889/2025-2026/221015-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Dholiya Ta.Amirgarh CC road work near Motiji Ravtaji house in Dabhivas ST 2024-25,2025-07-23,500000.0,2025-10-07,False,Works_Recommended.csv
13641,Normal/Others,"WS/MP889/2025-2026/221016-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Aaval Ta.Amirgarh CC road work near Varshaji Jalmaji house in Bhilwas ST 2024-25,2025-07-23,500000.0,2025-10-07,False,Works_Recommended.csv
13642,Normal/Others,WS/MP18294/2026-2027/221017-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,karivane gaon ke chorgeaadi me samajik sabhagrah nirman,2025-07-22,1000000.0,2026-06-17,False,Works_Recommended.csv
13643,Normal/Others,"WS/MP889/2025-2026/221019-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Motasamou Ta.Deesa Paver block work at the residence of Khemchandbhai Shrimali in S.C.Vas SC 2023-24,2025-07-23,500000.0,2025-08-30,False,Works_Recommended.csv
13644,Normal/Others,"WS/MP18304/2025-2026/221020-Construction of roads, link roads, pathways or any other road with or without drainage system",Himachal Pradesh,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,Construction of path along with Retaining wall from main road nearby house of Manohar Lal Sharma etc,2025-07-22,150000.0,2025-07-26,False,Works_Recommended.csv
13645,Normal/Others,"WS/MP889/2025-2026/221021-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Motasamou Ta.Deesa CC Road work in Parmar Pasabhais Moholla in S.C.Vas SC 2023-24,2025-07-23,500000.0,2025-08-30,False,Works_Recommended.csv
13646,Normal/Others,WS/MP18294/2026-2027/221022-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,karivane gaon ke warchiwadi me samajik sabhagrah nirman,2025-07-22,1000000.0,2026-04-20,False,Works_Recommended.csv
13647,Normal/Others,"WS/MP889/2025-2026/221026-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Dhanpura (Dho) Ta Amirgarh Flood protection wall work near Bhikha Dharma house in Valmikivas SC 2023-24,2025-07-23,250000.0,2025-10-07,False,Works_Recommended.csv
13648,Normal/Others,WS/MP18294/2025-2026/221027-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,vadshet me samajik sabhagrah nirman,2025-07-22,1000000.0,2026-03-13,False,Works_Recommended.csv
13649,Normal/Others,WS/MP18294/2025-2026/221030-Construction of community centers and community halls,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,dharavali me samajik sabhagrah nirman,2025-07-22,1000000.0,2026-03-11,False,Works_Recommended.csv
13650,Normal/Others,WS/MP18294/2026-2027/221038-Security gates in streets/public place for safety purpose,Maharashtra,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Shri Praful Patel (2024-30) (2024-2030),Elected MP,hunarveli ke varchiwadi me ganpati visarjan sthan par pevhing black v chouthra prangan nirman gram panchayat chikhlap,2025-07-22,1000000.0,2026-06-17,False,Works_Recommended.csv
13651,Normal/Others,WS/MP18373/2025-2026/221050-Construction of boundary walls of existing public and community buildings,Andhra Pradesh,PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,"Providing of Compound Wall to PHC Centre at Hanumanthunipadu Village and Mandal, Prakasam District",2025-07-22,300000.0,2025-11-07,False,Works_Recommended.csv
13652,Normal/Others,WS/MP18373/2025-2026/221051-Construction of boundary walls of existing public and community buildings,Andhra Pradesh,PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,"Providing of Compound Wall to Mandal Praja Parishad Office atHanumanthunipadu Village and Mandal, Prakasam District",2025-07-22,500000.0,2025-11-07,False,Works_Recommended.csv
13653,Normal/Others,NA-Construction of rooms and halls in school and colleges,Uttar Pradesh,Bara Banki(DISTRICT MAGISTRATE BARABANKI_IDA),Shri Kapil Sibal (2022-28) (2022-2028),Elected MP,"Construction of Classrooms at Janki Prasad Verma Memorial Mahila Maha Vidhyalaya, Kotwa Sadak, District Barabanki, U.P. affiliated to Dr. Ram Manohar Lohia Avadh Vishwa Vidhyalaya, Ayodhya",2025-07-22,1000000.0,,False,Works_Recommended.csv
13654,Normal/Others,"WS/MP889/2025-2026/221074-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Pimpli (Bha) Ta Palanpur CC Road work from main road to Naveen Valmiki Colony SC 2023-24,2025-07-23,500000.0,2025-10-07,False,Works_Recommended.csv
13655,Normal/Others,"WS/MP889/2025-2026/221075-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Bhavisana Ta.Palanpur C.C. Road work near Valmakivas Umiya Mata temple SC 2023-24,2025-07-23,500000.0,2025-10-08,False,Works_Recommended.csv
13656,Normal/Others,WS/MP108/2025-2026/221076-Development of public parks,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),Elected MP,Development of public park at Kasbegavhan,2025-07-22,1000000.0,2025-08-06,False,Works_Recommended.csv
13657,Normal/Others,"WS/MP889/2025-2026/221077-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,Khardosan Ta Deesa C C Road from Ramapir Temple to Ashokbhai Vaghela house in S.C Vas 2023-24,2025-07-23,500000.0,2025-09-01,False,Works_Recommended.csv
13658,Normal/Others,WS/MP108/2025-2026/221079-Construction of common work sheds/ common covered sitting area,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),Elected MP,construction of shed at gaurakshan warud,2025-07-22,1000000.0,2025-08-18,False,Works_Recommended.csv
13659,Normal/Others,"WS/MP889/2025-2026/221095-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,"Saripada, Ta.Palanpur CC Road work near Guru Mandir in Naveen Gamtal (2025-26)",2025-07-23,499334.0,2025-10-08,False,Works_Recommended.csv
