sr_no,work_category,work,state,ida,work_description,honble_members_of_parliament,constituency,image,completion_date,amount_disbursed_rupees,amount_disbursed_rupees_invalid_negative,source_dataset
74,Normal/Others,WS/MP18152/2024-2025/137639-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500.0,False,Works Completed.csv
75,Normal/Others,WS/MP18152/2024-2025/137638-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Balbir Basti,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500.0,False,Works Completed.csv
76,Normal/Others,WS/MP18152/2024-2025/137636-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,84500.0,False,Works Completed.csv
77,Normal/Others,"WS/MP18278/2024-2025/137687-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-14,800000.0,False,Works Completed.csv
78,Normal/Others,"WS/MP18278/2024-2025/137689-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-25,999633.0,False,Works Completed.csv
79,Normal/Others,"WS/MP18278/2024-2025/137679-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-10-28,999941.0,False,Works Completed.csv
80,Normal/Others,WS/MP18278/2024-2025/134670-Construction of boundary walls of existing public and community buildings,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Construction of community building in the Muslim locality.,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-14,598982.0,False,Works Completed.csv
81,Normal/Others,"WS/MP18278/2024-2025/137680-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-11-19,984661.0,False,Works Completed.csv
82,Normal/Others,"WS/MP18278/2024-2025/134673-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From Jogiram house to Teejram house.,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-12-03,499906.0,False,Works Completed.csv
83,Normal/Others,WS/MP18278/2024-2025/134630-Construction of boundary walls of existing public and community buildings,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),Construction of boundary walls,KAMLESH JANGDE,JANJGIR CHAMPA(SC),Images,2024-12-31,1000000.0,False,Works Completed.csv
84,Normal/Others,WS/MP18152/2024-2025/141223-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights at Gram Panchayat Kothe pakka no 1,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,100000.0,False,Works Completed.csv
85,Normal/Others,WS/MP18152/2024-2025/141195-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
86,Normal/Others,WS/MP18152/2024-2025/141192-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
87,Normal/Others,WS/MP18152/2024-2025/141197-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
88,Normal/Others,WS/MP18152/2024-2025/141224-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
89,Normal/Others,WS/MP18152/2024-2025/141217-Street lights,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,200000.0,False,Works Completed.csv
90,Normal/Others,WS/MP18152/2024-2025/141213-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Nawan Mehmuana,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
91,Normal/Others,WS/MP18152/2024-2025/141204-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
92,Normal/Others,WS/MP18152/2024-2025/141199-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
93,Normal/Others,WS/MP18152/2024-2025/141202-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
94,Normal/Others,WS/MP18152/2024-2025/141201-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
95,Normal/Others,WS/MP18152/2024-2025/141200-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
96,Normal/Others,WS/MP18152/2024-2025/141208-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
97,Normal/Others,WS/MP18152/2024-2025/141209-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
98,Normal/Others,WS/MP18152/2024-2025/141210-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
99,Normal/Others,WS/MP18152/2024-2025/141211-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
100,Normal/Others,WS/MP18152/2024-2025/141207-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
101,Normal/Others,WS/MP18152/2024-2025/141206-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
102,Normal/Others,WS/MP18152/2024-2025/141205-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
103,Normal/Others,WS/MP18152/2024-2025/141215-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 4,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
104,Normal/Others,WS/MP18152/2024-2025/141212-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
105,Normal/Others,WS/MP18152/2024-2025/141214-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 1,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-04-07,150000.0,False,Works Completed.csv
106,Normal/Others,WS/MP393/2024-2025/140635-Street lights,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),thirupuvanam town panchayat (mplads 2022-23) 16th ward chinna muthumariamman kovil near mini mast light,Shri Karti P Chidambaram,SIVAGANGA,Images,2024-09-24,500000.0,False,Works Completed.csv
107,Normal/Others,"WS/MP18336/2024-2025/135505-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, kirtu verma ke byara se main road tak, Village Sontara, Block Tilda, Dist Raipur",BRIJMOHAN AGRAWAL,RAIPUR,Images,2025-05-29,1000000.0,False,Works Completed.csv
108,Normal/Others,"WS/MP18336/2024-2025/135506-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),"CC road nirman, Rakesh ke ghar se Hemnath ke ghar tak, Gram Janjgira, Block Tilda, Dist Raipur",BRIJMOHAN AGRAWAL,RAIPUR,Images,2025-05-29,1000000.0,False,Works Completed.csv
109,Normal/Others,WS/MP18153/2024-2025/137282-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. primary School Sodhi Nagar (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232297.0,False,Works Completed.csv
110,Normal/Others,WS/MP18153/2024-2025/137281-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415.0,False,Works Completed.csv
111,Normal/Others,WS/MP18153/2024-2025/137280-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Sodhi Nagar (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232062.0,False,Works Completed.csv
112,Normal/Others,WS/MP18153/2024-2025/137279-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Sodhe Wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2025-03-18,232415.0,False,Works Completed.csv
113,Normal/Others,WS/MP18153/2024-2025/137278-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650.0,False,Works Completed.csv
114,Normal/Others,WS/MP18153/2024-2025/137286-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Sulhani (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2025-01-07,232767.0,False,Works Completed.csv
115,Normal/Others,WS/MP18153/2024-2025/137285-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Sen. Sec. (Girls) School Mamdot (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232767.0,False,Works Completed.csv
116,Normal/Others,WS/MP18153/2024-2025/137284-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jawahar Singh Wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,231710.0,False,Works Completed.csv
117,Normal/Others,WS/MP18153/2024-2025/137283-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2025-01-08,232497.0,False,Works Completed.csv
118,Normal/Others,WS/MP18153/2024-2025/137292-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. High School Wahge wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650.0,False,Works Completed.csv
119,Normal/Others,WS/MP18153/2024-2025/137291-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Jamitpur Dheru (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,231240.0,False,Works Completed.csv
120,Normal/Others,WS/MP18153/2024-2025/137290-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Jamitpur Dheru(Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650.0,False,Works Completed.csv
121,Normal/Others,WS/MP18153/2024-2025/137289-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Ferozeshah (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232297.0,False,Works Completed.csv
122,Normal/Others,WS/MP18153/2024-2025/137288-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Adarsh Sen. Sec. School Bukan Khan wala (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232532.0,False,Works Completed.csv
123,Normal/Others,WS/MP18153/2024-2025/137287-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Middal School Lohgarh (Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,233002.0,False,Works Completed.csv
124,Normal/Others,WS/MP18153/2024-2025/137293-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System At Govt. Primary School Basti Ram Lal (Maste Ke)(Capacity 500 Ltrs),SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,231827.0,False,Works Completed.csv
125,Normal/Others,WS/MP18153/2024-2025/135257-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Sher Khan Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232180.0,False,Works Completed.csv
126,Normal/Others,WS/MP18153/2024-2025/135256-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Mahalam,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415.0,False,Works Completed.csv
127,Normal/Others,WS/MP18153/2024-2025/135255-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Ale Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232062.0,False,Works Completed.csv
128,Normal/Others,WS/MP18153/2024-2025/135259-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Primary School Village Kabbar Wachha,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232650.0,False,Works Completed.csv
129,Normal/Others,WS/MP18153/2024-2025/135258-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Village Sher Khan Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415.0,False,Works Completed.csv
130,Normal/Others,WS/MP18153/2024-2025/135262-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Ghall Khurd,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232697.0,False,Works Completed.csv
131,Normal/Others,WS/MP18153/2024-2025/135261-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. School Boys Mudki City,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232180.0,False,Works Completed.csv
132,Normal/Others,WS/MP18153/2024-2025/135260-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Middle School Village Kabbar wachha,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415.0,False,Works Completed.csv
133,Normal/Others,WS/MP18153/2024-2025/135263-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Sen. Sec. Smart School Mana Singh Wala,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415.0,False,Works Completed.csv
134,Normal/Others,WS/MP18153/2024-2025/135266-Installing community drinking water plants,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Installation of RO System Capacity 500 Ltrs. at Govt. Girls Sen. Sec. School Mudki City,SHER SINGH GHUBAYA,FIROZPUR,,2024-12-30,232415.0,False,Works Completed.csv
135,Normal/Others,WS/MP18153/2024-2025/135264-Purchase of mobile water tankers,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,SHER SINGH GHUBAYA,FIROZPUR,,2025-04-04,241056.0,False,Works Completed.csv
136,Normal/Others,WS/MP18153/2024-2025/135265-Purchase of mobile water tankers,Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Kutti,SHER SINGH GHUBAYA,FIROZPUR,,2025-04-04,240833.0,False,Works Completed.csv
137,Normal/Others,WS/MP18152/2024-2025/133698-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,SARABJEET SINGH KHALSA,FARIDKOT(SC),,2025-05-07,250000.0,False,Works Completed.csv
